9.998823474542125611e-01,-1.533920628498810015e-02,-9.999576445519638979e-01,-9.203754782060022399e-03,-2.886579864025407005e-15,5.102892194038904927e-02,2.422444562129359102e+00
9.997964033898412151e-01,-2.017800209976142872e-02,-9.998953029453110375e-01,-1.447007767445428195e-02,-9.650143557983006382e-01,9.980681724925434262e-01,2.422364651517285417e+00
9.994032599258892979e-01,-3.454162777729850170e-02,-9.995786716270412819e-01,-2.902549273172805658e-02,-1.902469029816321600e+00,1.904360501877180978e+00,2.422276474774707200e+00
9.983148480669014058e-01,-5.802985549835116413e-02,-9.986318294396238082e-01,-5.229215266242211863e-02,-2.789928216447332687e+00,2.738068715593586333e+00,2.421676101428474670e+00
9.959443584912789360e-01,-8.997129980941022398e-02,-9.965212202931604812e-01,-8.333941147758559820e-02,-3.601295144208975341e+00,3.465517200522179486e+00,2.419397752954330461e+00
9.915952801637134550e-01,-1.293785158248722256e-01,-9.926688704947268516e-01,-1.208656839252698068e-01,-4.309447178808624379e+00,4.054350554382384786e+00,2.415194064095048887e+00
9.845761339078776819e-01,-1.749566704616229429e-01,-9.865861178899788531e-01,-1.632416368050156885e-01,-4.892743079891556768e+00,4.480167399562361652e+00,2.409868424974025647e+00
9.743133279915469069e-01,-2.251966671557025235e-01,-9.779926222389561108e-01,-2.086394757618280360e-01,-5.341916263912565022e+00,4.733049809263468966e+00,2.403142492504821703e+00
9.604266830767171914e-01,-2.785329180442683294e-01,-9.668828829111995038e-01,-2.552204747533544649e-01,-5.662590263086652698e+00,4.819348584656477641e+00,2.392719060908885531e+00
9.427479552822253250e-01,-3.335060611311035372e-01,-9.535245623768655587e-01,-3.013152982243136879e-01,-5.872309431594989526e+00,4.757949440737897717e+00,2.382372503560816757e+00
9.212856897436415560e-01,-3.888864588457442428e-01,-9.383994968887425792e-01,-3.455522887190226045e-01,-5.996770983669731159e+00,4.575919005210442592e+00,2.371444045876995865e+00
8.961619274178524996e-01,-4.437271682540067652e-01,-9.221187761906316505e-01,-3.869069172251792810e-01,-6.062147844802011853e+00,4.300754430070367285e+00,2.359470549227914660e+00
8.675510410670594919e-01,-4.973481588821468957e-01,-9.053437571215761093e-01,-4.246795043806431136e-01,-6.091214524345352821e+00,3.956650399368879967e+00,2.346193878125765409e+00
8.356337798541131345e-01,-5.492869796078618805e-01,-8.887256532200837889e-01,-4.584394325410232063e-01,-6.101799356634159288e+00,3.563166401817036810e+00,2.331485997421337775e+00
8.005696977646974410e-01,-5.992396507416218876e-01,-8.728656328965848088e-01,-4.879606407365704723e-01,-6.106809177338464067e+00,3.135414830065927916e+00,2.320988091529460728e+00
7.624805152474974923e-01,-6.470111775448015301e-01,-8.582884215092558833e-01,-5.131675998181781662e-01,-6.116320319120906568e+00,2.686063808082895576e+00,2.307914369931373777e+00
7.214482370593131577e-01,-6.924683684068240197e-01,-8.454306301969113369e-01,-5.340852455599699455e-01,-6.135513589438631676e+00,2.223636767314036700e+00,2.298737380930094609e+00
6.775191693097436518e-01,-7.355051156979365290e-01,-8.346362210033857476e-01,-5.508015782377420066e-01,-6.168777444564866208e+00,1.756117633575801751e+00,2.289905449672539284e+00
6.307081637369069682e-01,-7.760201106901927215e-01,-8.261543094813882382e-01,-5.634439252714776858e-01,-6.218120374979992704e+00,1.289617736615009225e+00,2.281855829612724484e+00
5.810085664663185989e-01,-8.138974417534149408e-01,-8.201425757325695454e-01,-5.721592046543919619e-01,-6.284712066436719091e+00,8.296608344345398622e-01,2.277362803785081269e+00
5.283967584658356698e-01,-8.489975651571666226e-01,-8.166688758520561642e-01,-5.771065302130438113e-01,-6.369812018324502390e+00,3.819294753729109426e-01,2.273625310424484791e+00
4.728381450937017005e-01,-8.811492998035846957e-01,-8.157153526036364788e-01,-5.784535102553403085e-01,-6.473942909751698060e+00,-4.844670452134453714e-02,2.273260966659458759e+00
4.142921428007731999e-01,-9.101439558737638436e-01,-8.171834589880316857e-01,-5.763776490777171579e-01,-6.598306311770119059e+00,-4.557713587823671308e-01,2.273918408490904763e+00
3.527156781801386587e-01,-9.357305436747935801e-01,-8.208997102480196650e-01,-5.710723822027443664e-01,-6.743950289952887367e+00,-8.344936175947942347e-01,-2.277690011721547059e+00
2.927066901128055898e-01,-9.562022764892404991e-01,-8.288909281485279390e-01,-5.594102512763525770e-01,-5.937171999208110229e+00,-1.999243762626554677e+00,-2.282626131283290949e+00
2.394752522924021576e-01,-9.709024686030468532e-01,-8.431563076133954393e-01,-5.376685232852536078e-01,-5.101664751522963392e+00,-3.210871132799057115e+00,-2.290158123613032615e+00
1.940010002810960699e-01,-9.810013312375952532e-01,-8.631960495955631751e-01,-5.048688740283104881e-01,-4.201997739932219034e+00,-4.489974778672320532e+00,-2.302338939247338345e+00
1.574843920829495925e-01,-9.875214763488761038e-01,-8.881221822621113704e-01,-4.596074296331434939e-01,-3.196383036465305860e+00,-5.863051676358343123e+00,-2.315745607272476025e+00
1.314413467976013605e-01,-9.913239492476879633e-01,-9.165012798004448236e-01,-4.000317538947960605e-01,-2.039171896069626566e+00,-7.359689812271561493e+00,-2.327656771709529337e+00
1.177270599051380429e-01,-9.930459905593960190e-01,-9.460844457720628542e-01,-3.239200850027189049e-01,-6.925965673535708911e-01,-9.000115757558557306e+00,-2.334115217400902775e+00
1.182999678635860141e-01,-9.929779038848117745e-01,-9.734010581211670621e-01,-2.291077913310506364e-01,8.302067692804258048e-01,-1.075109547400085752e+01,-2.333228659936692040e+00
1.342698117163025340e-01,-9.909448106033295067e-01,-9.933859048984287066e-01,-1.148235339515811387e-01,2.365438979187912238e+00,-1.242399695653672431e+01,-2.317688745378322146e+00
1.638362306832581439e-01,-9.864875516272377798e-01,-9.998781697182943518e-01,1.560915503138206664e-02,3.509344106485734027e+00,-1.358556573932058420e+01,-2.290529391214610744e+00
2.007693091968470733e-01,-9.796385478760116783e-01,-9.882499096567021191e-01,1.528467077287570530e-01,3.861959541821774700e+00,-1.381742094319685599e+01,-2.251774116821487759e+00
2.370520963789691793e-01,-9.714969395743539016e-01,-9.585159187824153770e-01,2.850390033674377044e-01,3.487862458854642522e+00,-1.319554215603087677e+01,-2.202473067393662554e+00
2.674845044667527594e-01,-9.635621619128553750e-01,-9.147559220402351476e-01,4.040069344606838087e-01,2.780951033491946944e+00,-1.213585357212030580e+01,-2.157226450019960051e+00
2.906002504402231956e-01,-9.568445508253049514e-01,-8.621190617345048102e-01,5.067057562274353000e-01,2.045392297601972498e+00,-1.095388295820732338e+01,-2.110115724409575844e+00
3.069620608984167665e-01,-9.517217519679775917e-01,-8.050793282694697073e-01,5.931671561989751984e-01,1.405393792273523346e+00,-9.778654010389729478e+00,-2.065378691420474144e+00
3.177587424443698016e-01,-9.481715992372755641e-01,-7.471337659500205675e-01,6.646737062479152192e-01,8.897723902763559067e-01,-8.643484169003077255e+00,-2.021011581320094841e+00
3.242066165899847863e-01,-9.459862946994922472e-01,-6.909619517496081720e-01,7.228911268195039597e-01,4.913465537524137616e-01,-7.547271692191678483e+00,-1.977203006008011021e+00
3.273657204928094311e-01,-9.448977114197196769e-01,-6.386202230510718003e-01,7.695220664218793694e-01,1.932888946631666216e-01,-6.480555282197324907e+00,-1.935060963126616462e+00
3.281113805813210549e-01,-9.446390431974636126e-01,-5.916854442083016030e-01,8.061689246752350435e-01,-2.205814832413022578e-02,-5.433917127324874308e+00,-1.901736602763906880e+00
3.271531784147883593e-01,-9.449713211802258650e-01,-5.513539845282315888e-01,8.342714089220861773e-01,-1.700990234479686225e-01,-4.400534150200829941e+00,-1.870908654623412826e+00
3.250543661334827639e-01,-9.456953309906735994e-01,-5.185160549006377906e-01,8.550678925151375953e-01,-2.657100933667346232e-01,-3.375176602566050121e+00,-1.844690208100612905e+00
3.222443346995729208e-01,-9.466565315646586765e-01,-4.938135640349308186e-01,8.695678029775016915e-01,-3.223236367214237230e-01,-2.354628466502627582e+00,-1.824361601779900255e+00
3.190306185110424742e-01,-9.477444088215248863e-01,-4.776818605238420390e-01,8.785328907482523597e-01,-3.524907987255766484e-01,-1.337107779892987791e+00,-1.815183046837073544e+00
3.156080505480917675e-01,-9.488896450216079970e-01,-4.703793149709394328e-01,8.824643335837827340e-01,-3.677060503827102034e-01,-3.220393547062173623e-01,-1.811994248875371083e+00
3.120610648372306728e-01,-9.500620462962688917e-01,-4.720078050558471627e-01,8.815943692914340879e-01,-3.799265472673601929e-01,6.909751132362244030e-01,-1.819322069001267472e+00
3.083639649715463338e-01,-9.512684506000538276e-01,-4.825225450668037541e-01,8.758835501950327229e-01,-4.004565001289038251e-01,1.701925875917997821e+00,1.833046379693014094e+00
3.021300817639526182e-01,-9.532667064852875516e-01,-5.027205981277385050e-01,8.644489575550940996e-01,-9.166314521089342637e-01,2.942759102228388990e+00,1.853594611114405710e+00
2.906649594725019825e-01,-9.568248958586146324e-01,-5.332739794382673759e-01,8.459425883912420341e-01,-1.497131896733265854e+00,4.206594060613462638e+00,1.883008926222897950e+00
2.731338915913152365e-01,-9.619760273853936727e-01,-5.736945239689463794e-01,8.190693457626430085e-01,-2.176264130211637227e+00,5.509931382662191623e+00,1.919861083890644915e+00
2.482938895023295012e-01,-9.686847497693999998e-01,-6.232398331152042559e-01,7.820307605321752398e-01,-2.996610403175213211e+00,6.876375736854209997e+00,1.962628560428699931e+00
2.143747566343890132e-01,-9.767514851373129137e-01,-6.808109166909728227e-01,7.324592109560759123e-01,-4.014076245272526933e+00,8.341120190458505945e+00,2.009646130654684448e+00
1.689028735429983774e-01,-9.856326999998111793e-01,-7.447854622328149432e-01,6.673039901324224754e-01,-5.304880420573555355e+00,9.957850030957883902e+00,2.058171294395997108e+00
1.084720423106144832e-01,-9.940995000687629091e-01,-8.127230329972582323e-01,5.826502137953245564e-01,-6.972721309559198666e+00,1.180779457371398244e+01,2.103339179021743277e+00
2.856443229218676161e-02,-9.995919533528794254e-01,-8.807903463747722705e-01,4.735064579633615489e-01,-9.142971385129039064e+00,1.400168284584385781e+01,2.140111584609092343e+00
-7.603767639844483117e-02,-9.971049452128524226e-01,-9.425869303418029643e-01,3.339608940412290838e-01,-1.187743573116269680e+01,1.661626378358440448e+01,2.158545529079469283e+00
-2.081406324285705045e-01,-9.780989096876832045e-01,-9.871536231563763364e-01,1.597739787613710050e-01,-1.477069802545271493e+01,1.932886641391387172e+01,2.149999045637214667e+00
-3.586735213561673685e-01,-9.334630710842111156e-01,-9.991313494449755028e-01,-4.167189168087067491e-02,-1.625866234867437754e+01,2.072039824626678950e+01,2.116270445728934302e+00
-5.019200346727344941e-01,-8.649140297128501409e-01,-9.700129442259819434e-01,-2.430532617226973946e-01,-1.517150180044914798e+01,1.970947484248261006e+01,2.061229980766038583e+00
-6.180699894455877752e-01,-7.861230744271097137e-01,-9.080287521793090066e-01,-4.189078481189950076e-01,-1.287291279188033144e+01,1.759152482834507936e+01,1.999324978027838817e+00
-7.059441893196767293e-01,-7.082674647093316622e-01,-8.266580137521939431e-01,-5.627046545918004128e-01,-1.069008711974766257e+01,1.554062440414203472e+01,1.946051984741105301e+00
-7.717559505398774444e-01,-6.359188256423063956e-01,-7.357168310702320024e-01,-6.772892620439038280e-01,-8.956696376275408156e+00,1.379238708530316870e+01,1.899144778065736006e+00
-8.216439495956650019e-01,-5.700010702558692133e-01,-6.415258440471273138e-01,-7.671014218599916390e-01,-7.646320667529904469e+00,1.228977704724761111e+01,1.852631156329110906e+00
-8.601875825881313276e-01,-5.099777669283109827e-01,-5.483550664529722729e-01,-8.362456105088722502e-01,-6.673964559492744364e+00,1.095019131225839182e+01,1.798225052088750164e+00
-8.905841245992539568e-01,-4.548185539440761094e-01,-4.592521197449780934e-01,-8.883059667196570031e-01,-5.963763408730454962e+00,9.711967139117156478e+00,1.741199114235329803e+00
-9.150301371699779418e-01,-4.033854832175933769e-01,-3.764494744345082688e-01,-9.264371501607556736e-01,-5.458608191594692016e+00,8.534568543527575102e+00,1.692968091286493282e+00
-9.350267053299308184e-01,-3.545772980886605086e-01,-3.015804264559061032e-01,-9.534407408846518051e-01,-5.116934070834168402e+00,7.392120123954254218e+00,1.639629143857675775e+00
-9.515825911975455131e-01,-3.073931881642224528e-01,-2.358207770575566631e-01,-9.717965636428079756e-01,-4.905286103200724668e+00,6.267398571033657717e+00,1.600750853446201383e+00
-9.653503802174541182e-01,-2.609571677766617248e-01,-1.799931041757187877e-01,-9.836678720224569794e-01,-4.798700904941235912e+00,5.150053670060152022e+00,1.568410738736628396e+00
-9.767180325063681279e-01,-2.145271194438808926e-01,-1.346495708705946759e-01,-9.908932803608896389e-01,-4.775151654439735438e+00,4.033795363885774421e+00,1.538914020420547368e+00
-9.858699090320568459e-01,-1.675127531417352211e-01,-1.001430683676660660e-01,-9.949730478047679183e-01,-4.814526248176873580e+00,2.915531581455233390e+00,1.520675724299532572e+00
-9.928361309739456297e-01,-1.194839614035555636e-01,-7.668270762764499426e-02,-9.970555462715671169e-01,-4.899010847388660217e+00,1.794763587248556336e+00,1.513283930938305488e+00
-9.975346584580588871e-01,-7.017553116980215777e-02,-6.437557225365322933e-02,-9.979257415744994253e-01,-5.011747042859166612e+00,6.728166370737480584e-01,1.516573734691415432e+00
-9.998100075982554458e-01,-1.949227299152975212e-02,-6.325473871165512851e-02,-9.979974138395951710e-01,-5.136846482541402636e+00,-4.476972840962229472e-01,1.526648574480347076e+00
-9.994720452711207681e-01,3.249047124254603180e-02,-7.329230434175421083e-02,-9.973105023633691557e-01,-5.259219802686044609e+00,-1.563444043925873439e+00,-1.551239283377807476e+00
-9.964741807421584330e-01,8.389998280240733297e-02,-9.452974665906585527e-02,-9.955220374238697989e-01,-5.036881158930081703e+00,-2.699080948188802509e+00,-1.582882242160120745e+00
-9.911546388347270975e-01,1.327120262689170105e-01,-1.270000664586325156e-01,-9.919027084948921491e-01,-4.777500846098027942e+00,-3.835909720977434656e+00,-1.626617511007551586e+00
-9.839572041491632115e-01,1.784046535350518603e-01,-1.705708267521234278e-01,-9.853454181458891625e-01,-4.465259593546171857e+00,-4.978441237044281209e+00,-1.677440089800499079e+00
-9.754214594239635217e-01,2.203473995653799089e-01,-2.250151296138613310e-01,-9.743552696244102140e-01,-4.083881398001670604e+00,-6.134378945198693422e+00,-1.736820339929777468e+00
-9.662001470547687543e-01,2.577930872450681643e-01,-2.899589624455869430e-01,-9.570390797127767968e-01,-3.614045997504201413e+00,-7.316018186122606792e+00,-1.802365648394217645e+00
-9.570743367583504080e-01,2.898425674716596512e-01,-3.648112330073119969e-01,-9.310815024860523703e-01,-3.030806369319440474e+00,-8.542246220913673582e+00,-1.871516361580211729e+00
-9.489688938180353972e-01,3.153696855529622423e-01,-4.486706487384429787e-01,-8.936971796758814701e-01,-2.298834151419973715e+00,-9.842047135316537521e+00,-1.937556975966402195e+00
-9.429691173098583290e-01,3.328802244049150483e-01,-5.401958288777313211e-01,-8.415393433839566395e-01,-1.365156540729813184e+00,-1.126053890857469675e+01,-1.997095057431461429e+00
-9.403326725705818401e-01,3.402564692937767865e-01,-6.374068429982641115e-01,-7.705274274800256729e-01,-1.458838814265221440e-01,-1.287043092052906879e+01,-2.038829261408989790e+00
-9.424631498381387251e-01,3.343100524919555006e-01,-7.373321074054490776e-01,-6.755304311347042345e-01,1.493167407036866567e+00,-1.479110290521694182e+01,-2.042676782605306496e+00
-9.507185218726743603e-01,3.100553050154717938e-01,-8.352626351046302799e-01,-5.498511893213191559e-01,3.756650204580637364e+00,-1.721218973083097126e+01,-2.007882259429030647e+00
-9.656429673540392056e-01,2.598723909915903185e-01,-9.229932792896918814e-01,-3.848160682534720878e-01,6.866818742466268333e+00,-2.035554109398051281e+01,-1.926957539595779423e+00
-9.845309342404526820e-01,1.752108430537948625e-01,-9.849798709475098279e-01,-1.726692034736562464e-01,1.043787254385568453e+01,-2.388264401499556300e+01,-1.851307122724208609e+00
-9.981158479424296903e-01,6.135759191953724101e-02,-9.971631553247524149e-01,7.527045677278426661e-02,1.184291740901551648e+01,-2.522878400386677100e+01,-1.781492820271947330e+00
-9.988623816776575071e-01,-4.768587284760199274e-02,-9.498496547201928930e-01,3.127069449627403741e-01,9.590334110402839229e+00,-2.292859585186425520e+01,-1.723793890811813334e+00
-9.917853022229605742e-01,-1.279136986194623904e-01,-8.619229626338162920e-01,5.070392553684034409e-01,6.593621140533436176e+00,-1.987370895486926159e+01,-1.658160239686516046e+00
-9.835032436220644270e-01,-1.808904911400213700e-01,-7.534639657904990129e-01,6.574892031472864273e-01,4.259375422830031788e+00,-1.737799484281063300e+01,-1.596675855099450869e+00
-9.768344788771082809e-01,-2.139962636984308053e-01,-6.363514759810041665e-01,7.713992474826492085e-01,2.591531969459412110e+00,-1.540444570692488035e+01,-1.512504581124284098e+00
-9.724501434263072008e-01,-2.331109575934916522e-01,-5.176803733010491015e-01,8.555740944528921199e-01,1.398047094285126191e+00,-1.376378761332371781e+01,-1.445587232307606218e+00
-9.702062479044519794e-01,-2.422804914291800116e-01,-4.021075764070117242e-01,9.155924295209518782e-01,5.379269267195929682e-01,-1.232692041103580749e+01,-1.368080726580798157e+00
-9.696957949777091912e-01,-2.443155034019506844e-01,-2.928417660327027328e-01,9.561609174541949585e-01,-8.252283578627223060e-02,-1.101340893575030222e+01,-1.305496660376738172e+00
-9.704611818550710201e-01,-2.412573201220199470e-01,-1.921024329470065184e-01,9.813748800819394047e-01,-5.199634651820479458e-01,-9.775127560766597057e+00,-1.241773280511888400e+00
-9.720737717617564666e-01,-2.346754828542442217e-01,-1.013757738272889480e-01,9.948482057484540064e-01,-8.124790677089575031e-01,-8.581299523806100282e+00,-1.189405260728064073e+00
-9.741651022991033582e-01,-2.258370064063405513e-01,-2.159570164657278676e-02,9.997667856407274067e-01,-9.848412598769126225e-01,-7.412182918728829506e+00,-1.154691347708256099e+00
